Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Abdurahaman Olajide Akano Osun – iragbiji	c6e49b70-8afc-41b9-ab17-78ec52849033	Abdurahman Akano	efdfbef6-89c7-4504-a9f5-70621a4f550e	Jigawa State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e
Bashiru Azeez	3b723195-f9bd-4bbb-8660-beb33ad169ed;ed11ab5c-9ce0-4b29-96c9-b5051b2a6379;2592294c-1f4a-4d96-94b0-46c162dac8d2	Bashir Azeez	a824ea86-f0df-470a-b7c9-eaf74a19a93f	Jigawa State Police Command	2592294c-1f4a-4d96-94b0-46c162dac8d2	Commander	2592294c-1f4a-4d96-94b0-46c162dac8d2			Commissioner of Police	2592294c-1f4a-4d96-94b0-46c162dac8d2
Joel Theophilous	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Jigawa State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad
Kayode Theopholus	ce5e3d5a-731b-44e0-9c92-2c613bcb1f99			Jigawa State Police Command	ce5e3d5a-731b-44e0-9c92-2c613bcb1f99	Commander	ce5e3d5a-731b-44e0-9c92-2c613bcb1f99			Commissioner of Police	ce5e3d5a-731b-44e0-9c92-2c613bcb1f99
Mohammed Jinjiri Abubakar	3d30aaaf-0be0-4d16-9029-a3f5bba6035b;edd7e16f-481e-409e-8c58-70bc13afc127;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e	Mohammed Jinjiri Abubakar ; Muhammed Jinjiri Abubakar ; Alhaji Mohammed Jinjiri Abubakar ; Mohammed J. Abubakar ; Abubakar Mohammed Jinjiri ; Mallam Mohammed Abubakar ; Muhammed J. Abubakar ; Mohammed Abubakar ; Muhammed J. Abubakar	2592294c-1f4a-4d96-94b0-46c162dac8d2;efdfbef6-89c7-4504-a9f5-70621a4f550e;51f72bbe-d569-4593-b0fb-5adc0c881c53;c54d4d59-4045-4702-9d11-28fb9d7a40bf;bae6cc39-7524-4d3e-a1b0-ac3c1e12127d;5c3a4fbf-3dec-48bf-b61c-10581bbb4965;e61a23d4-e6b3-4552-9da3-f9f534e99d81;8d71ba5b-83c5-428f-9a02-11d8259cb13d;1c7d42c0-c1cc-4021-a8f2-c79fe0f05242	Jigawa State Police Command	062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e	Commander	062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e			Commissioner of Police	062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e
Theophilus Kayode	41827e85-8825-46c4-8bad-c073ef5c0b69			Jigawa State Police Command	41827e85-8825-46c4-8bad-c073ef5c0b69	Commander	41827e85-8825-46c4-8bad-c073ef5c0b69			Commissioner of Police	41827e85-8825-46c4-8bad-c073ef5c0b69
Agaga Moses	7d8467e1-ea00-48d2-857a-356d0b645536			Jesse Police Division	7d8467e1-ea00-48d2-857a-356d0b645536	Commander	7d8467e1-ea00-48d2-857a-356d0b645536	Divisional Police Officer	7d8467e1-ea00-48d2-857a-356d0b645536		
Abiodun Ige	2b1769d4-c47a-496a-bd27-569ee547a117			Iyaganku Police Area Command	2b1769d4-c47a-496a-bd27-569ee547a117	Commander	2b1769d4-c47a-496a-bd27-569ee547a117				
Bature Umar	1ec3ac84-6579-42cd-8b06-b877d973bacb;05858335-518c-4dcd-8b9d-4aca41e442b8			Iyaganku Police Area Command	1ec3ac84-6579-42cd-8b06-b877d973bacb;05858335-518c-4dcd-8b9d-4aca41e442b8	Commander	1ec3ac84-6579-42cd-8b06-b877d973bacb;05858335-518c-4dcd-8b9d-4aca41e442b8			Assistant Commissioner of Police	05858335-518c-4dcd-8b9d-4aca41e442b8
Oliver Amaechi	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Isokoko Police Divsion	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Angela Akaro	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Isheri Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Kenneth Egbo	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Isheri Oshun Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Okpaleke Obisie	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ishasi Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Jubrila Onilegbale	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Irede/Ikanre Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Deputy Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ajewole Adebayo	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ipaja Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Baba Adisa Bolanta	2dcf7029-4c6c-4a3a-b7fa-358bf49c8989;efdfbef6-89c7-4504-a9f5-70621a4f550e;a8061fae-e4d3-4d89-aa9b-2e82960c6dca;eecae4d2-9f6f-4a0d-a8aa-10c96b815aff;062b3f2a-d7e3-4ba0-b46e-9f589bbcd64e;296fd1ba-f9d4-4219-9fa7-6e8ef53bcb74	Adisa Bolanta ; Adisa Baba Bolanta	7921b464-36dd-4d2a-9dca-2cd3031a42f4;f9e1d1fc-7789-400e-bc89-7d1d6fc75ec1;edd7e16f-481e-409e-8c58-70bc13afc127	Imo State Police Command	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;f9e1d1fc-7789-400e-bc89-7d1d6fc75ec1	Commander	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;f9e1d1fc-7789-400e-bc89-7d1d6fc75ec1			Commissioner of Police	a8061fae-e4d3-4d89-aa9b-2e82960c6dca;f9e1d1fc-7789-400e-bc89-7d1d6fc75ec1
Innocent Ilozuoke	2592294c-1f4a-4d96-94b0-46c162dac8d2			Imo State Police Command	2592294c-1f4a-4d96-94b0-46c162dac8d2	Commander	2592294c-1f4a-4d96-94b0-46c162dac8d2			Commissioner of Police	2592294c-1f4a-4d96-94b0-46c162dac8d2
Mohammed Musa Katsina	95373916-7e9f-49e5-bef2-732a676bd592	Mohammed Katsina	6f2e0a59-6b61-4831-b97e-c3aec2321da8;f088a39d-158c-4eb8-bf7d-01d1ae8f1036;639faa09-0e36-4dd9-b646-44ce331869ab;c7bddd4c-8a14-4c87-b2f3-aa77eb85dc1b;a7eeba9e-dde8-4a64-a924-f595f45dad1e	Imo State Police Command	639faa09-0e36-4dd9-b646-44ce331869ab	Commander	639faa09-0e36-4dd9-b646-44ce331869ab			Commissioner of Police	639faa09-0e36-4dd9-b646-44ce331869ab
Ekpeghere Ibe	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ilemba Hausa Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Olorunfemi Gbenga	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ilasan Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Alaba Haruna Yahaya	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ikotun Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ajimuda Olatunji	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Iju Police Division (Area 'G' Police Area Command Lagos State Police Command)	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ikegwuonu Obinna	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ijanikin Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Itam John	abc93574-61fe-4152-a857-50135b49d0ae			Igbo-Etiti Police Division	abc93574-61fe-4152-a857-50135b49d0ae	Commander	abc93574-61fe-4152-a857-50135b49d0ae	Divisional Police Officer	abc93574-61fe-4152-a857-50135b49d0ae		
Benjamin Osuji	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Igando Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Folorunsho Afolabi	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ifako Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ambrose Agbedo	a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0			Idimu Police Division	a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0	Commander	a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0	Divisional Police Officer	a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0	Chief Superintendent of Police	a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0
Mike Ochuko Imeke	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Idimu Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Vincent O. Bello	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ibese Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Deputy Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Mohammed Ndace	22de947a-32f8-4b9b-8d1b-36e69052d945			Guards Brigade Garrison	22de947a-32f8-4b9b-8d1b-36e69052d945	Commander	22de947a-32f8-4b9b-8d1b-36e69052d945			Lieutenant Colonel	22de947a-32f8-4b9b-8d1b-36e69052d945
Anthony Omozoje	20dcd5a4-e56a-4b6b-85ce-fe99cf8d4abb;36db9ffd-17ab-47a0-8d58-24d1db59bf48;c9487c2d-ab0a-4220-ac67-513ab0aca205;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48;6b15743a-2f5b-43c9-b567-1340e206b4c1	A.B. Omozeje ; Bamidele Omozoje	92167d54-96bb-4dcb-90aa-b185584c5c25;f0cc84d3-c90f-4995-85cf-b3800fac59e8	Guards Brigade	20dcd5a4-e56a-4b6b-85ce-fe99cf8d4abb;36db9ffd-17ab-47a0-8d58-24d1db59bf48;92167d54-96bb-4dcb-90aa-b185584c5c25;c9487c2d-ab0a-4220-ac67-513ab0aca205;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48	Commander	20dcd5a4-e56a-4b6b-85ce-fe99cf8d4abb;36db9ffd-17ab-47a0-8d58-24d1db59bf48;92167d54-96bb-4dcb-90aa-b185584c5c25;c9487c2d-ab0a-4220-ac67-513ab0aca205;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48			Brigadier General	36db9ffd-17ab-47a0-8d58-24d1db59bf48;92167d54-96bb-4dcb-90aa-b185584c5c25;c9487c2d-ab0a-4220-ac67-513ab0aca205;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48
AS Mustapha	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Guards Brigade	a2922c4e-d151-4b62-b0e1-bfe41d1af48c	Commander	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Brigadier General	a2922c4e-d151-4b62-b0e1-bfe41d1af48c
BM Monguno	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Guards Brigade	a2922c4e-d151-4b62-b0e1-bfe41d1af48c	Commander	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Major General	a2922c4e-d151-4b62-b0e1-bfe41d1af48c
Emmanuel Atewe	22de947a-32f8-4b9b-8d1b-36e69052d945;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;8765405d-9970-4ce0-9d20-0ed4a74a200e;deefb469-d0d2-4501-9076-bb5484a008df;04508a2b-70e3-465b-b33e-4e89ad83ee33	EJ Atewe	f22167e9-0586-44c4-9690-d3a46fd769d0;bbac1cf1-2414-4be2-b566-32d40004b45a	Guards Brigade	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a	Commander	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a			Colonel	f22167e9-0586-44c4-9690-d3a46fd769d0;bbac1cf1-2414-4be2-b566-32d40004b45a
Emmanuel Atewe	22de947a-32f8-4b9b-8d1b-36e69052d945;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;8765405d-9970-4ce0-9d20-0ed4a74a200e;deefb469-d0d2-4501-9076-bb5484a008df;04508a2b-70e3-465b-b33e-4e89ad83ee33	EJ Atewe	f22167e9-0586-44c4-9690-d3a46fd769d0;bbac1cf1-2414-4be2-b566-32d40004b45a	Guards Brigade	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a	Commander	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a			Major General	92167d54-96bb-4dcb-90aa-b185584c5c25;8765405d-9970-4ce0-9d20-0ed4a74a200e
Emmanuel Atewe	22de947a-32f8-4b9b-8d1b-36e69052d945;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;92167d54-96bb-4dcb-90aa-b185584c5c25;8765405d-9970-4ce0-9d20-0ed4a74a200e;deefb469-d0d2-4501-9076-bb5484a008df;04508a2b-70e3-465b-b33e-4e89ad83ee33	EJ Atewe	f22167e9-0586-44c4-9690-d3a46fd769d0;bbac1cf1-2414-4be2-b566-32d40004b45a	Guards Brigade	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a	Commander	92167d54-96bb-4dcb-90aa-b185584c5c25;f22167e9-0586-44c4-9690-d3a46fd769d0;8765405d-9970-4ce0-9d20-0ed4a74a200e;bbac1cf1-2414-4be2-b566-32d40004b45a			Brigadier General	92167d54-96bb-4dcb-90aa-b185584c5c25;8765405d-9970-4ce0-9d20-0ed4a74a200e
Enobong Okon Udoh	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1			Guards Brigade	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1						
Joseph Oshanupin	22de947a-32f8-4b9b-8d1b-36e69052d945			Guards Brigade	22de947a-32f8-4b9b-8d1b-36e69052d945	Commander	22de947a-32f8-4b9b-8d1b-36e69052d945			Brigadier General	22de947a-32f8-4b9b-8d1b-36e69052d945
Mohammed Usman	3d537977-c190-4784-bc4e-eac9df627244			Guards Brigade	3d537977-c190-4784-bc4e-eac9df627244	Chief of Staff	3d537977-c190-4784-bc4e-eac9df627244			Colonel	3d537977-c190-4784-bc4e-eac9df627244
Musa Yusuf	75d1245e-6244-4163-b25d-4f9a07149913;7c946785-ab00-4046-9bf3-eaeeefbbc01f;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48			Guards Brigade	75d1245e-6244-4163-b25d-4f9a07149913;7c946785-ab00-4046-9bf3-eaeeefbbc01f;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48	Commander	75d1245e-6244-4163-b25d-4f9a07149913;7c946785-ab00-4046-9bf3-eaeeefbbc01f;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48			Brigadier General	75d1245e-6244-4163-b25d-4f9a07149913;7c946785-ab00-4046-9bf3-eaeeefbbc01f;9cf83d3d-6dbc-4ffd-9dcf-d441f26c9a48
Titiladunyo Segun	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Gowon Estate Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Austin Iwar	e6900697-fe44-4b99-83a2-d01591b56cd0			Gombe State Police Command	e6900697-fe44-4b99-83a2-d01591b56cd0	Commander	e6900697-fe44-4b99-83a2-d01591b56cd0			Commissioner of Police	e6900697-fe44-4b99-83a2-d01591b56cd0
Ghandi Orubebe	2ae73594-6d93-412d-80a2-6a669f9b8ed9			Gombe State Police Command	2ae73594-6d93-412d-80a2-6a669f9b8ed9	Commander	2ae73594-6d93-412d-80a2-6a669f9b8ed9			Commissioner of Police	2ae73594-6d93-412d-80a2-6a669f9b8ed9
Ibrahim Abdu	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Gombe State Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad
Kudu Nma	76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;c7aecd59-aa0a-4822-a307-aa38cea0cc04;9d7b0d21-d823-4d58-8c2a-5b709ee1154b			Gombe State Police Command	76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;c7aecd59-aa0a-4822-a307-aa38cea0cc04;9d7b0d21-d823-4d58-8c2a-5b709ee1154b	Commander	76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;c7aecd59-aa0a-4822-a307-aa38cea0cc04;9d7b0d21-d823-4d58-8c2a-5b709ee1154b			Commissioner of Police	76eac9ac-9041-4cfe-9097-c35ec7a2fbcc;c7aecd59-aa0a-4822-a307-aa38cea0cc04;9d7b0d21-d823-4d58-8c2a-5b709ee1154b
Saidu Daya	b630a647-4a9a-426a-add0-39fb59be03a7;eecae4d2-9f6f-4a0d-a8aa-10c96b815aff			Gombe State Police Command	b630a647-4a9a-426a-add0-39fb59be03a7	Commander	b630a647-4a9a-426a-add0-39fb59be03a7			Commissioner of Police	b630a647-4a9a-426a-add0-39fb59be03a7
Suleiman Lawal	efdfbef6-89c7-4504-a9f5-70621a4f550e			Gombe State Police Command	efdfbef6-89c7-4504-a9f5-70621a4f550e	Commander	efdfbef6-89c7-4504-a9f5-70621a4f550e			Commissioner of Police	efdfbef6-89c7-4504-a9f5-70621a4f550e
Edna	ab9d74b7-4d01-4d7a-a18a-51b0d0dfd2a9			Fegge Police Division	ab9d74b7-4d01-4d7a-a18a-51b0d0dfd2a9	Commander	ab9d74b7-4d01-4d7a-a18a-51b0d0dfd2a9	Divisional Police Officer	ab9d74b7-4d01-4d7a-a18a-51b0d0dfd2a9		
John Mark	faf28285-87ef-46dc-b203-a09bbc1e7eee			Fegge Police Division	faf28285-87ef-46dc-b203-a09bbc1e7eee	Commander	faf28285-87ef-46dc-b203-a09bbc1e7eee	Divisional Police Officer	faf28285-87ef-46dc-b203-a09bbc1e7eee		
Marvel Apkoyibo	e430eae6-c80f-4d8d-8f8b-20cb23fc8f6c	Marvel Akpoyibo	56a677ce-d046-40af-b75f-5bd976361f10;9552cff8-86f7-4cf4-bb76-6bedd5cef11f	Fegge Police Division	e430eae6-c80f-4d8d-8f8b-20cb23fc8f6c	Commander	e430eae6-c80f-4d8d-8f8b-20cb23fc8f6c	Divisional Police Officer	e430eae6-c80f-4d8d-8f8b-20cb23fc8f6c		
Rabiu Garba	e967b17e-cf4a-42db-b989-8c0725350487			Fegge Police Division	e967b17e-cf4a-42db-b989-8c0725350487	Commander	e967b17e-cf4a-42db-b989-8c0725350487	Divisional Police Officer	e967b17e-cf4a-42db-b989-8c0725350487		
Rowland Omatoje	65c4fd99-6206-4009-80c0-d1a8d1519c3c			Fegge Police Division	65c4fd99-6206-4009-80c0-d1a8d1519c3c	Commander	65c4fd99-6206-4009-80c0-d1a8d1519c3c	Divisional Police Officer	65c4fd99-6206-4009-80c0-d1a8d1519c3c	Chief Superintendent of Police	65c4fd99-6206-4009-80c0-d1a8d1519c3c
Abdulkarim Dauda	59f44faa-01d5-454b-b1c5-c87202bc6b7a			Federal Housing Police Division	59f44faa-01d5-454b-b1c5-c87202bc6b7a	Commander	59f44faa-01d5-454b-b1c5-c87202bc6b7a	Divisional Police Officer	59f44faa-01d5-454b-b1c5-c87202bc6b7a		
Adenrele Shinaba	844a0119-2681-418b-a60e-63b958e78101;fe91aabe-38b0-458d-8a55-8032b0e40ed1;ff894845-3ca0-4287-ac9d-ac0619cc98ad;40431283-4a69-425d-a357-e74f338dc39a;8c739b6f-1bc8-4d8e-ac50-3b5ab78e1fb5;58d01cd7-fbf0-4c9c-b7ad-5c063d87aa84;1133964b-99a6-42bc-bc10-76487c0b5df0;95d3b8fd-271a-478c-99f4-d405f055ab07;3e595342-66f2-42f2-9918-810c6afeed2a;865135fe-65be-43c6-a84c-9e3bb36b03f2;3b72134d-7610-41ff-8baa-5d504f262a54;b847c3ae-bfc0-4a85-828b-43e1ff39966f	Adenrele Chinaba	efdfbef6-89c7-4504-a9f5-70621a4f550e	Federal Capital Territory Police Command	ff894845-3ca0-4287-ac9d-ac0619cc98ad;844a0119-2681-418b-a60e-63b958e78101;fe91aabe-38b0-458d-8a55-8032b0e40ed1;58d01cd7-fbf0-4c9c-b7ad-5c063d87aa84;1133964b-99a6-42bc-bc10-76487c0b5df0;95d3b8fd-271a-478c-99f4-d405f055ab07	Commander	ff894845-3ca0-4287-ac9d-ac0619cc98ad;844a0119-2681-418b-a60e-63b958e78101;fe91aabe-38b0-458d-8a55-8032b0e40ed1;58d01cd7-fbf0-4c9c-b7ad-5c063d87aa84;1133964b-99a6-42bc-bc10-76487c0b5df0;95d3b8fd-271a-478c-99f4-d405f055ab07			Commissioner of Police	ff894845-3ca0-4287-ac9d-ac0619cc98ad;844a0119-2681-418b-a60e-63b958e78101;fe91aabe-38b0-458d-8a55-8032b0e40ed1;58d01cd7-fbf0-4c9c-b7ad-5c063d87aa84;1133964b-99a6-42bc-bc10-76487c0b5df0;95d3b8fd-271a-478c-99f4-d405f055ab07
Audu Abubakar	4f6d2db8-8c09-4162-92bd-4f95d3f0b46d;e430eae6-c80f-4d8d-8f8b-20cb23fc8f6c;ed11ab5c-9ce0-4b29-96c9-b5051b2a6379			Federal Capital Territory Police Command	4f6d2db8-8c09-4162-92bd-4f95d3f0b46d	Commander	4f6d2db8-8c09-4162-92bd-4f95d3f0b46d			Commissioner of Police	4f6d2db8-8c09-4162-92bd-4f95d3f0b46d
D. B. Bwala	7cd53ecd-1077-4fce-8d24-793357062a4e			Federal Capital Territory Police Command	7cd53ecd-1077-4fce-8d24-793357062a4e	Commander	7cd53ecd-1077-4fce-8d24-793357062a4e			Commissioner of Police	7cd53ecd-1077-4fce-8d24-793357062a4e
