source,matched_on,person:name,person:alias,person:org,person:role,person:title,person:rank,title,page,published_on,access_date,source_url,archive_url,archive_timestamp,source_id,alias_source_id,country,key,publication_title,new_pub_id
043dfc11-fa5b-4381-8769-7763eef70a1d,alias,Ahmed Tijani Jibrin,AT Jibrin ; A. T Jibrin ; Ahmad Jibrin,2 Mechanised Division,Commander,General Officer Commanding,Major General,Nigeria to deploy 700 soldiers for Peace Keeping Operations in Liberia- Army,,2013-09-06,,https://www.premiumtimesng.com/news/144259-nigerian-deploy-700-soldiers-peace-keeping-operations-liberia-army.html,https://web.archive.org/web/20130910195411/https://www.premiumtimesng.com/news/144259-nigerian-deploy-700-soldiers-peace-keeping-operations-liberia-army.html,2013-09-10T19:54:11,043dfc11-fa5b-4381-8769-7763eef70a1d,,Nigeria,NigeriaPremium Times,Premium Times,80936b96-33ba-406a-babe-7abd5b0391f0
047b7dbf-b4e6-4848-b868-0ad63d226aa4,name,Hassan Thlama,,Buni Yadi Police Division,Commander,Divisional Police Officer,Superintendent of Police,"Boko Haram in Four-Hour Reign of Terror, Kills 35 in Yobe",,2014-05-28,,http://www.vanguardngr.com/2014/05/boko-haram-four-hour-reign-terror-kills-35-yobe/,https://web.archive.org/web/20150111171221/http://www.vanguardngr.com/2014/05/boko-haram-four-hour-reign-terror-kills-35-yobe/,2015-01-11T17:12:21,047b7dbf-b4e6-4848-b868-0ad63d226aa4,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
07c77b18-66b2-42dc-83be-82da10e9ceec,name,Abayomi Shogunle,,Nigeria Police Force,Deputy Force Public Relations Officer,Deputy Force Public Relations Officer,Chief Superintendent of Police,Owoseni replaces Aderanti as Lagos CP,,2015-07-02,,http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,https://web.archive.org/web/20160627144853/http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,2016-06-27T14:48:53,07c77b18-66b2-42dc-83be-82da10e9ceec,,Nigeria,NigeriaThe Guardian,The Guardian,966737d1-e1b8-4498-8a96-9b42eceb25d3
07c77b18-66b2-42dc-83be-82da10e9ceec,alias,Solomon Ehigiator Arase,Solomon Arase ; Arase Ehigiator Solomon,Force Headquarters,Commander,Inspector General of Police,Inspector General of Police,Owoseni replaces Aderanti as Lagos CP,,2015-07-02,,http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,https://web.archive.org/web/20160627144853/http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,2016-06-27T14:48:53,07c77b18-66b2-42dc-83be-82da10e9ceec,,Nigeria,NigeriaThe Guardian,The Guardian,966737d1-e1b8-4498-8a96-9b42eceb25d3
07c77b18-66b2-42dc-83be-82da10e9ceec,alias,Solomon Ehigiator Arase,Solomon Arase ; Arase Ehigiator Solomon,Nigeria Police Force,Commander,Inspector General of Police,Inspector General of Police,Owoseni replaces Aderanti as Lagos CP,,2015-07-02,,http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,https://web.archive.org/web/20160627144853/http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,2016-06-27T14:48:53,07c77b18-66b2-42dc-83be-82da10e9ceec,,Nigeria,NigeriaThe Guardian,The Guardian,966737d1-e1b8-4498-8a96-9b42eceb25d3
07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,alias,Tukur Yusufu Buratai,Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai,Nigerian Army Headquarters,Commander,Chief of Army Staff,Lieutenant General,Troops welfare: Army to review fees in command schools,,2016-07-22,,http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,https://web.archive.org/web/20160723163707/http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,2016-07-23T16:37:07,07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,alias,Tukur Yusufu Buratai,Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai,Nigerian Army,Commander,Chief of Army Staff,Lieutenant General,Troops welfare: Army to review fees in command schools,,2016-07-22,,http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,https://web.archive.org/web/20160723163707/http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,2016-07-23T16:37:07,07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
09114e09-224f-4615-aeaa-0edb8efecbe9,name,Isaac Obiakor,CI Obiakor ; Isaac,2 Mechanised Division,Commander,General Officer Commanding,Major General,Sierra-Leone: 'Troops 'Ll Not Be Replaced',,2004-12-16,,http://allafrica.com/stories/200412160303.html,No archive available,,09114e09-224f-4615-aeaa-0edb8efecbe9,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
0a33bba3-ef02-46e0-897c-0195d43ab626,name,MY Ibrahim,Ibrahim,7 Division,Commander,Acting General Officer Commanding,Brigadier General,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0a33bba3-ef02-46e0-897c-0195d43ab626,alias,Ahmadu Mohammed,Mohammed Abdulkadir ; Abdulkadir ; A Mohammed,7 Division,Commander,General Officer Commanding,Major General,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0a33bba3-ef02-46e0-897c-0195d43ab626,alias,Unsaid Bindawa,Junaid Bindawa;Bindawa;JS Bindawa;Bindawa;Unsaid Bindawa,7 Division,Commander,General Officer Commanding,Major General,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0a33bba3-ef02-46e0-897c-0195d43ab626,alias,Lamidi Adeosun,Adeosun;LO Adeosun;O Adeosun,7 Division,Commander,General Officer Commanding,Major General,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0a33bba3-ef02-46e0-897c-0195d43ab626,alias,Obida T. Ethnan,Obidah T. Ethan ; Obidah Ethan ; O. T. Etan ; OT Ethan,7 Division,Commander,General Officer Commanding,Major General,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0aedf7c7-979a-4e31-8e21-8089f7e708f8,alias,Abdulrahman Danbazzau,AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau,Nigerian Army Headquarters,Commander,Chief of Army Staff,Lieutenant General,Mutiny - Soldiers Petition Senate,,2008-10-16,,http://allafrica.com/stories/200810160169.html,,,0aedf7c7-979a-4e31-8e21-8089f7e708f8,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
0b4ea4e0-fade-4d35-b449-c36e265795d3,alias,Jack Okechukwu Nwaogbo,Jack O. Nwaogbo ; Jack Nwaogbo ; Jack Nwogbo ; Jack Nwaoga ; J. O. Nwaogbo ; Nwoga ; Okechukwu Nwaogbo,3 Armoured Division,Commander,General Officer Commanding,Major General,Boko Haram Will Soon Be Contained - GOC,,2012-07-02,,http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,https://web.archive.org/web/20120702163833/http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,2012-07-02T16:38:33,0b4ea4e0-fade-4d35-b449-c36e265795d3,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
0c959a83-fa3a-43ba-8eda-c5bb7885c371,name,Sunday Idoko,Idoko ; Sunday O. Idoko ; S.O Idoko,3 Armoured Division,Commander,General Officer Commanding,Major General,Internal Security - Army Modifies Training to Tackle Terrorism,,2011-06-22,,http://allafrica.com/stories/201106230423.html,No archive available,,0c959a83-fa3a-43ba-8eda-c5bb7885c371,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
0c959a83-fa3a-43ba-8eda-c5bb7885c371,alias,Azubuike Onyeabo Ihejirika,Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika,Nigerian Army Headquarters,Commander,Chief of Army Staff,Lieutenant General,Internal Security - Army Modifies Training to Tackle Terrorism,,2011-06-22,,http://allafrica.com/stories/201106230423.html,No archive available,,0c959a83-fa3a-43ba-8eda-c5bb7885c371,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
0c959a83-fa3a-43ba-8eda-c5bb7885c371,alias,Azubuike Onyeabo Ihejirika,Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika,Nigerian Army,Commander,Chief of Army Staff,Lieutenant General,Internal Security - Army Modifies Training to Tackle Terrorism,,2011-06-22,,http://allafrica.com/stories/201106230423.html,No archive available,,0c959a83-fa3a-43ba-8eda-c5bb7885c371,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
0cd93513-4e74-4e85-a347-e698f6a553c2,alias,Jack Okechukwu Nwaogbo,Jack O. Nwaogbo ; Jack Nwaogbo ; Jack Nwogbo ; Jack Nwaoga ; J. O. Nwaogbo ; Nwoga ; Okechukwu Nwaogbo,3 Armoured Division,Commander,General Officer Commanding,Major General,Army Court Martial's 14 STF Soldiers for 'Gross Misconduct',,2012-05-28,,http://allafrica.com/stories/201205290231.html,No archive available,,0cd93513-4e74-4e85-a347-e698f6a553c2,,Nigeria,NigeriaLeadership,Leadership,8f96e06a-1bfa-47a4-b05f-e6360770aca4
0d12b749-2640-414a-bda6-7b4c9f46ffaa,alias,Ebiobowei Bonna Awala,Ebobowei Bona Awala ; Ebiobowei Awala ; E.B Awala ; EB Awala,3 Armoured Division,Commander,General Officer Commanding,Major General,Nigerian Army Updates Officers On Operations Planning,,2013-04-28,,http://www.channelstv.com/2013/04/28/nigerian-army-updates-officers-on-operations-planning/,https://web.archive.org/web/20160420203208/http://www.channelstv.com/2013/04/28/nigerian-army-updates-officers-on-operations-planning/,2016-04-20T20:32:08,0d12b749-2640-414a-bda6-7b4c9f46ffaa,,Nigeria,NigeriaChannels Television,Channels Television,b1f055ba-0099-47cc-9997-3e910e96fde9
106bf4eb-3464-4d03-8d95-e3802a8369a1,name,Saleh Maina,S. Maina,3 Armoured Division,Commander,General Officer Commanding,Major General,Yar'Adua - Army Restricts Movement of Soldiers,,2010-01-26,,http://allafrica.com/stories/201001260725.html,No archive available,,106bf4eb-3464-4d03-8d95-e3802a8369a1,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
1269b9a8-4391-4982-9f87-e8946788adfc,name,Adamu Baba Abubakar,Adamu Abubakar,82 Division,Commander,General Officer Commanding,Major General,"Ops Python Dance 2: GOC 82 Div tours IPOB leader, Nnamdi Kanu’s home town",,2017-09-13,,https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,https://web.archive.org/web/20170914203506/https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,2017-09-14T20:35:06,1269b9a8-4391-4982-9f87-e8946788adfc,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
131d3cca-4cf7-47ee-a873-1f0eff8d5ed1,name,Enobong Okon Udoh,,6 Division,Commander,General Officer Commanding,Major General,6 Div Commander resumes duty in Port Harcourt,,2017-02-04,,https://www.dailytrust.com.ng/news/general/6-div-commander-resumes-duty-in-port-harcourt/183826.html,https://web.archive.org/web/20170925180604/https://www.dailytrust.com.ng/news/general/6-div-commander-resumes-duty-in-port-harcourt/183826.html,2017-09-25T18:06:04,131d3cca-4cf7-47ee-a873-1f0eff8d5ed1,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
152dda04-94ea-496c-a844-17c614fa219c,name,Ibrahim Attahiru,I. Attahiru ; I Attahiru,82 Division,Commander,General Officer Commanding,Major General,"Army Arrests 37 Boko Haram Suspects in Lagos, Ogun",,2016-11-18,,https://www.thisdaylive.com/index.php/2016/11/18/army-arrests-37-boko-haram-suspects-in-lagos-ogun/,https://web.archive.org/web/20161121014209/https://www.thisdaylive.com/index.php/2016/11/18/army-arrests-37-boko-haram-suspects-in-lagos-ogun/,2016-11-21T01:42:09,152dda04-94ea-496c-a844-17c614fa219c,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
15917041-68d6-4577-893d-d100a94ac4e9,name,Kenneth Osuji,KC Osuji ; K.C Osuji,1 Mechanised Division,Commander,General Officer Commanding,Major General,Nigeria deploys 700 soldiers to Liberia,,2015-06-26,,http://thenationonlineng.net/nigeria-deploys-700-soldiers-to-liberia/,https://web.archive.org/web/20150927145213/http://thenationonlineng.net/nigeria-deploys-700-soldiers-to-liberia/,2015-09-27T14:52:13,15917041-68d6-4577-893d-d100a94ac4e9,,Nigeria,NigeriaThe Nation,The Nation,a8df2f4e-c4b2-4329-bf08-d6b525996d07
15ae1b7a-984e-492b-913a-7289cd9cbf4a,alias,Ola Sa'ad Ibrahim,Ola Sa'ad Ibrahim ; Ola Ibrahim ; Ole Sa'ad Ibrahim ; Ola Ibrahim Sa'ad ; Ola Saa'ad Ibrahim,Defence Headquarters,Commander,Chief of Defence Staff,Admiral,Amnesty Committee Mulls Conditions for Boko Haram,,2013-04-09,,http://allafrica.com/stories/201304090782.html,No archive available,,15ae1b7a-984e-492b-913a-7289cd9cbf4a,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
15c50319-cc70-4cae-8116-54a336cac8f7,alias,Mohammad Danhanne Issa,Mohammed D. Isah ; Mohammed Isah ; MD Isah,82 Division,Commander,General Officer Commanding,Major General,Much Ado About Dambazau,,2010-03-17,,http://allafrica.com/stories/201003170455.html,No archive available,,15c50319-cc70-4cae-8116-54a336cac8f7,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
15c50319-cc70-4cae-8116-54a336cac8f7,alias,Saleh Maina,S. Maina,3 Armoured Division,Commander,General Officer Commanding,Major General,Much Ado About Dambazau,,2010-03-17,,http://allafrica.com/stories/201003170455.html,No archive available,,15c50319-cc70-4cae-8116-54a336cac8f7,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,name,Garba Ayodele Wahab,GA Wahab ; Garba Wahab ; Gani Wahab ; Garba A. Wahab,1 Mechanised Division,Commander,General Officer Commanding,Major General,Boko Haram - Massive Shake-Up in the Army,,2012-02-16,,http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/,https://web.archive.org/web/20120713054411/http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/?,2012-07-13T05:44:11,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,alias,Mohammed Abubakar,MD Abubakar ; M.D. Abubakar ; M.D Abubakar ; MD Mohammed,2 Mechanised Division,Commander,General Officer Commanding,Major General,Boko Haram - Massive Shake-Up in the Army,,2012-02-16,,http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/,https://web.archive.org/web/20120713054411/http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/?,2012-07-13T05:44:11,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
1abd3280-e475-4047-89ab-6f3ed1066106,name,Isiaku Dikko,I A Dikko ; Diko,3 Armoured Division,Commander,General Officer Commanding,Major General,Sudan: Darfur Crisis: First Batch of Troops Airlifted to Sudan,,2006-03-28,,http://allafrica.com/stories/200603280287.html,No archive available,,1abd3280-e475-4047-89ab-6f3ed1066106,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
1baf156c-948b-4c99-aad3-b079246039b8,name,Ebiobowei Bonna Awala,Ebobowei Bona Awala ; Ebiobowei Awala ; E.B Awala ; EB Awala,3 Armoured Division,Commander,General Officer Commanding,Major General,Nwoga Takes Over At Three Division,,2014-01-11,,http://allafrica.com/stories/201401130501.html,https://web.archive.org/web/20161104151502/http://allafrica.com/stories/201401130501.html,2016-11-04T15:15:02,1baf156c-948b-4c99-aad3-b079246039b8,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
1baf156c-948b-4c99-aad3-b079246039b8,alias,John Nwaoga,John Nwoga,3 Armoured Division,Commander,General Officer Commanding,Major General,Nwoga Takes Over At Three Division,,2014-01-11,,http://allafrica.com/stories/201401130501.html,https://web.archive.org/web/20161104151502/http://allafrica.com/stories/201401130501.html,2016-11-04T15:15:02,1baf156c-948b-4c99-aad3-b079246039b8,,Nigeria,NigeriaDaily Trust,Daily Trust,ffc4fc8e-45e1-4ddb-9faa-55c7e16f81ee
1bc14945-bb31-4975-bcd1-fdbf52baea16,alias,Oluseyin Petinrin,Oluseyi Petirin,Defence Headquarters,Commander,Chief of Defence Staff,Air Marshal,"Jonathan Names New CDS, Service Chiefs",,2012-10-05,,http://allafrica.com/stories/201210050526.html,https://web.archive.org/web/20121009070233/http://allafrica.com/stories/201210050526.html,2012-10-09T07:02:33,1bc14945-bb31-4975-bcd1-fdbf52baea16,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,name,Edith Ozobia,,Tarkwa Bay Police Division,Commander,Divisional Police Officer,Superintendent of Police,TELEPHONE DIRECTORY OF KEY OFFICERS/AREA COMMANDERS AND DPOS IN L/STATE POLICE COMMAND,,2014,,http://www.lagosstate.gov.ng/lagos_security_numbers.pdf,https://web.archive.org/web/20140630161420/http://www.lagosstate.gov.ng/lagos_security_numbers.pdf,2014-06-30T16:14:20,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,,Nigeria,NigeriaLagos State Government,Lagos State Government,36b1dc27-f30b-4196-a384-47bd10d7d5e2
1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,name,Olalekan Coker,,Shomolu Police Division,Commander,Divisional Police Officer,Chief Superintendent of Police,TELEPHONE DIRECTORY OF KEY OFFICERS/AREA COMMANDERS AND DPOS IN L/STATE POLICE COMMAND,,2014,,http://www.lagosstate.gov.ng/lagos_security_numbers.pdf,https://web.archive.org/web/20140630161420/http://www.lagosstate.gov.ng/lagos_security_numbers.pdf,2014-06-30T16:14:20,1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb,,Nigeria,NigeriaLagos State Government,Lagos State Government,36b1dc27-f30b-4196-a384-47bd10d7d5e2
